,title,comment
28,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","약사님!! 의사선생님이 철분이 포함되어 있는 종합비타민을 먹으라고 하셨는데, 혹시 추천할 제품 있으신가요??? 비맥스메타 먹고 있는데 철분이 없어서요...ㅠㅠ"
29,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",정보 감사합니다
30,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",신장기능이 약한 사람은 마그네슘을 조심하라고 하셨는데요.  이 제품의 마그네슘 함량은 괜찬을가요?
31,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","잘 시청했습니다
한국에서는 구할 수 없지만 비타민 B1 활성비타민 중에 최강이라고 일컫는 '설부티아민'에 대해서는 어떻게 생각하시는지요?"
32,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","선생님. 판토가랑 비타민B군 영양제(비맥스or투엑스or액세라민 등)랑 같이 먹어도 되나요? 판토가 1알당 • p-아미노벤조산 20mg,
 • 티아민질산염 60mg, • 판토텐산칼슘 60mg이 포함되어 있고 이걸 하루 3번 먹는거라 해당 b군들을 너무 고함량으로 섭취하는게 아닐지 염려돼서요."
33,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","선생님 연기 보는 재미도 솔솔 합니다
비메스메타 한동안 잘 먹어었는데 한번 복용 해 봐야 겠습니다  영상 감사합니다♡"
34,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","영상 잘보고 있습니다. 비타민 B1,B6,B12 ,C,D,E 와 오메가 이렇게 챙겨먹고 싶은데 비맥스메타 제품에 B1,B6,B12,D가 하루 권장량이 들어가 있는걸로 알고 있고있는데 혹시 오메가3 제품에 비타민 C와 E 제품을 포함한 제품이 있으면 딱일꺼 같은데 추천해줄만한 제품 없을까요???"
35,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","눈의 피로, 시력 보호를 목적으로 위의 약들을 복용 하는 것도 괜찮을까요?"
36,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",약사님께서 예전에 OEM제품은 구매하지 말라고 하셨는데  비맥스메타도 OEM이라 먹지 않고 있습니다.
37,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",가격 차이가 중요할꺼 같습니다.
38,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","고약사님 유튜브 즐겨보고 있습니다^^ 질문이 있는데요~ 얼마전 tsh수치가 높아서 씬지록신정 50짜리를 아침공복에 복용하고 있는데요~ 비*스비비는 저녁에 식사와함께 두알 복용하고있는데 비타민b는 부스터기능이 있으니 저녁에 먹지말라는 말을 보기도 해서..저녁에 복용하는것도 괜찮을까요..? 갑상선약 때문에 비타민을 아침,점심,저녁 중 언제먹어야 할지 고민이에요 ㅎㅎ"
39,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","고약사님! 질문있어요! 
비타민B고함량 제품중에 아연이 많이 들었던 제품있었잖아요. 제가 그걸 먹는데 비타민코드랑 같이 먹으니깐 아연함량이 너무 많아서 걱정이고, 실제로 좀 메스껍거나 울렁거리더라구요. 반통도 다 못먹었는데 그냥 그 제품은 중단하는게 낫겠죠? 아니면 부담이 덜한 복용방법이 있다면 궁금합니다! "
40,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",두 제품간의 가격 차이는 큰편인가요?
41,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","임팩타민 케어 제품은 어떤가요?
며칠 전에 선물받아서 복용 중입니다 ㅎㅎ
아직 며칠 안되서 그런지 피로회복 효과는 잘 모르겠어요 ㅎㅎ"
42,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",비맥스 같은 고함량비타민의 경우 장기복용해도 괜찮은가요?~^^
43,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","영양제 찾던중 좋은정보
감사합니다"
44,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",고약사님 제가 2년 전에 돌발성 난청으로 청력이 안좋은데 혹시 효과가 있을만한 영양제가 있을까요?
45,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","저희남편약은 약사님영상으로 공부하네요ㅎㅎ
항상 도움받습니다!!"
46,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","야간근무자(보안,경비등)가 피곤한데 비타민B,C 복용하면 도움이 되나요?"
47,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","비타맥스 너무 좋아요 , 목이 자주 붓는 편인데 비맥먹고 작년겨울 무사히 넘겼어요 , 완전 강추 입니다 !!!! 저 완전 비맥 전도사 됐어요!!!"
48,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","친절한 설명이 
감사합니다!"
49,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","약사님 중학생 애들과 같이 먹을수 있는 비타민b군 어떤게 좋을까요?
자주 입안이 헐고 입주위에 피부가 거칠어지고 입술꼬리가 갈라지는데 b군이 부족하면 그렇다고 하더라구요.
속이 부대끼지 않고 부담없이 먹을수 있는것이면 좋겠어요."
50,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","근데 혹시 비타민 b군 이랑 종합비타민 같이 먹어도 되나요?? 비맥스랑 렛잇비요! 부모님이 둘다 사오셨는데 약사분께서는 같이 먹어도 된다 하셨다는데, 겹치는 성분이 좀 잇는거 같아서요. 비타민b가 소변으로 배출되서 둘다 같이 먹어도 된다고 하신걸까요?"
51,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",비맥스x타 도 추천해주셔서 잘먹었는데 이제 바꿀 시간이 된듯합니다 감사합니다!
52,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","간수치가 높아서 종합비타민을 자제하고 있는데,
이제품은 간에 크게 무리가지 않겠죠?"
53,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",방금 사왔는데 크게 차이는 안나지만 땡맥스보다 약간 비싸네요.
54,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","약사님, 비타민 복용기간은 어찌되나요?!
현재 2개월 복용 중이고, 더 복용해야하나요?
현재 복용효과는 보고있습니다."
55,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","영양제 먹어보려던 차에 약사님 영상보고 구입해서 먹고있는 중이에요~~3주 정도 되었는데..처음 1주일 정도는 괜찮았는데 요즘엔 자꾸 먹고나면 헛구역질이 나네요 ㅠㅠ 계속 복용해도 될지 고민입니다 ㅠㅠ
."
56,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",저도 저거 먹고있어요ㅋㅋ 다만 아쉬운건 단가가 비싸지더라도 비타민b12를 메코발라민을 넣어줬음좋겠어요 그리고 너무 애매한거 조금씩넣는거보다 따로챙겨먹기힘든 마그네슘을조금더넣어주고 등등ㅜ 비멕땡은 신제품 하나 나온거같더라구요 초록색ㅋㅋ
57,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","듀얼 비맥땡 남편 선물하여 먹은지 3주째되가네요 ㅋ 구내염때문에 먹기시작했는데 벌써 효과가나네요 ㅎ 근데 오줌 색이 엄청 노란건 부작용일까요 ㅎㅎㅎ 괜찮은걸까요 ㅋ 무튼 저렴한 가격으로 만족하고있습니다. 그런데
약국마다 가격이 조금은 상이한것같아요."
58,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","약사님!! 항상 감사합니다ㅜㅜ
혹시 50대 고혈압약 복용하는사람 
이런 종합비타민, 오메가3, 마그네슘, 글루타치온 다 먹어도 괜찮을까요~?"
59,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","비맥스메타정 복용중인데 루테인과 같이 복용해도 괜찮을까요?
루테인과 오메가3 함께 복용 장점은 많이 보이는데 비타민군과는 잘 모르겠어서요"
60,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","투엑스비듀얼만 먹으면 어떤 성분이 많이 부족한가요?
같이 먹으면 좋은 제품들 추천 받고 싶습니다!"
61,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","비맥스메타는 저도 약들약님 유투브 보고 샀을정도로 
사실상 1등 공신이십니다.
비가 아니고.."
62,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",좋은게 많이 나오네요~
63,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",비맥스 액티브 때부터 효과 많이 본거 같은데... 한번 갈아타봐야겠네요.ㅎㅎ
64,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",땡엑스비에도 아연이25mg 들어가는데 아연보충제랑 같이먹으도 되나요? 보통 아연은 하루에1-30mg복용이 적당하다고 들어가지구요!
65,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","고약사님 설명듣고 비맥스 사서 먹었었는데 제겐 안맞는지 속 울렁거림이랑 두통이 생겨서 엄마 드렸는데 엄마는 좋다고 하시더라구요. 이런 부작용이 있는 사람은 어떤 비타민 제품을 먹는게 좋을까요? 현재 사이안, 오메가3, 마그네슘 먹고있습니당"
66,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","약사님. 이런 활성비타민류가 중독성은 없나요?
먹다가 안 먹으면 더 피로해서 중독될까봐 시작하는 게 걱정됩니다."
67,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",약사님. 비활동성 B형간염 보균자가 섭취해도  될까요?
68,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","약사님? 안녕하세요.
방송 유익하게  잘  보고있습니다.
감사합니다
저는  48세  여자입니다."
69,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",B형간염 보유자가 복용해도 괜찮나요?
70,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","좋은 제품이군요~~^^
오늘도 도움되는 말씀 고맙습니다   
내몸에 실험해 봐야겠네요~~!!^"
71,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","땡엑스비듀얼 현재  사서 먹고있는데... 비타민B 보충제의 거의 끝판왕급임 
대웅제약에서 나온 렛잇비도 좋구요"
72,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","오늘 병원갔다 약처방있어서 약국 갔었는데, 투엑스박스가 눈에 익어서 사왔어요 ㅎㅎ 내일부터 챙겨먹어보려구요^^"
73,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","비맥스가 확실히 근육피로감 개선은 되었는데
저처럼 비타민B에 민감한 경우
정량만 먹어도 쌓이다보면 구토부작용이
어마어마하게 와서.. 와 진짜 죽겠드라구요ㅠ.."
74,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","비맥스 메타 물들어온다고 연예인한테
광고비 주고 약국가 15% 가까이 올려서
좀 그랬는데 약국가서 가격한번 알아봐야
겠네요"
75,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",종합비타민인 라이프익스텐션 투퍼데이와 b군제품인 투엑스비 or 비맥스 중에 뭘 복용해야할까요 ㅜㅜ? 둘다 드신다는 분도 있고 너무 어렵습니다 고약사님 ㅜ
76,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","단순히 피로 회복에 비타민B군 같이 먹을 영양제는 뭐가 있을까요? 
현재 오마비, 오마씨 위주로 먹고 있습니다
글루타치온, 밀크씨슬 둘 중에 고민 됩니다
추가로 비타민b군과 같이 먹을 영양제 추천 부탁드려요"
77,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","안녕하세요 고약사님!
제가 현재 sourde natural의  taurine1000을 복용하고 있는데 비맥스나 혹은 고함양 비타민b를 함께 복용해도 되나요??"
78,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","손톱이 조금만 길어도 갈라져서요
아주 얇은 편에 속하기도 하구요
손톱영양제 하나 추천 부탁드립니다 
얼라이브 구미를 추천하는 사람도 있던데"
79,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","영상 감사합니다
고약사님 덕분에 건강해집니다
오늘도 건강챙기시고요~
화이팅!!빠이염^^"
80,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",감사합니다 영상보고 구매했습니다 그런데 자세히 보니 해외제품과 달리 투엑스비듀얼은 첨가제가 들어간것같은데 복용해도 괜찮을까요?
81,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","이것으로 바빠서 못본 영상 다봤네요~ 
좋은제품 소개 감사합니다~^^"
82,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","얼마전 구입해서 먹고있는데 
비타민C,D 오메가 3 추가로 같이 먹어도 괜찮을까요!??
식후 먹으라고 되어있는데 식사 후 시간두지 않고 바로 먹어도 되나요??"
83,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",ㅋㅋㅋㅋㅋㅋㅋ연기도 점점 늘어가는 고약사님
84,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)",안녕하세요 고약사님  비타민b군 (땡엑스비) 랑 고려은단 비타민c 를 같이 섭취해도 될까요 ???
85,"비맥xx타를 능가하는 비타민B군 신제품이 나왔습니다 (육체피로, 정신피로, 구내염, 신경통에 구성 좋은 비타민B군)","선생님 영상 잘보고 있습니다.
한가지 질문이 있습니다 
아들이 중3인데요.  66kg 이구요.
부신기능저하로 호르몬이 부족하다고 합니다. 항상피로하고 집중력도 없고 얼굴색도 좀 검습니다.  비타민 B군 고함향을 무조건 고르면 될까요? 고함량은 부작용이 있다고 해서요. 편균함량50mg 대로 해야하는지 아니면 100mg 대로 해야하는지 좀 알려주세요 부탁드립니다."
